Question ID,Topic,Ref #,Question (FI),Question (EN),Option A (FI),Option A (EN),Option B (FI),Option B (EN),Option C (FI),Option C (EN),Correct (A/B/C),Focus words (FI),Focus words (EN),Positive clues (FI),Positive clues (EN),Negative clues (FI),Negative clues (EN),Explanation (EN),Difficulty,Tags,Status,Reviewer notes
Q077,Lapsi + turvavyö / safety,Q82,Mikä seuraavista on oikein koskien yksin matkustavan alle 15-vuotiaan asiakkaan turvavyön käyttöä?,Which of the following is correct regarding seat-belt use by a customer under 15 travelling alone?,"Alle 15-vuotias saa itse päättää, käyttääkö turvavyötä.",A person under 15 may decide for themselves whether to use the seat belt.,Kuljettajan ei tarvitse puuttua turvavyön käyttöön.,The driver does not need to intervene in seat-belt use.,Taksinkuljettajan on huolehdittava asiakkaan turvavyön käytöstä.,The taxi driver must ensure the customer uses the seat belt.,C,yksin matkustavan alle 15-vuotiaan,a customer under 15 travelling alone,Taksinkuljettajan on huolehdittava asiakkaan turvavyön käytöstä,the taxi driver must ensure the customer uses the seat belt,saa itse päättää; ei tarvitse puuttua turvavyön käyttöön,may decide for themselves; does not need to intervene in seat-belt use,"For an under-15 travelling alone, the driver bears responsibility for seat-belt use (C). A and B wrongly remove or delegate that responsibility.",Easy,seatbelt; under 15; driver responsibility,ai-draft,
Q078,Hätätilanne / poliisi / ensiapu,Q83,"Jos asiakas on erittäin humalassa, mitä teet?","If a customer is extremely drunk, what do you do?",Kieltäydyn palvelemasta häntä ja pyydän häntä poistumaan.,I refuse to serve them and ask them to leave.,Ilmoitan tilanteesta esimiehelle ja varmistan muiden asiakkaiden turvallisuuden.,I inform my supervisor and ensure the safety of other customers.,Soitan poliisille tai vien hänet lähimmälle poliisiasemalle.,You call the police or take them to the nearest police station.,A,erittäin humalassa,extremely drunk,Kieltäydyn palvelemasta häntä,I refuse to serve them,Ilmoitan tilanteesta esimiehelle; Soitan poliisille,I inform my supervisor; you call the police,A heavily intoxicated person may be refused service; the driver asks them to leave (A). Calling the supervisor (B) and the police (C) may be appropriate in escalated situations but are not the first response.,Medium,intoxicated passenger; refusal of service,ai-draft,
Q079,Yleinen taksinkuljettajan velvollisuus,Q86,"Mikä seuraavista on paras tapa toimia, kun asiakas ei voi käyttää turvavyötä siitä syystä, että taksin turvavyöt ovat liian lyhyet?",Which is the best course of action when a customer cannot use the seat belt because the taxi's seat belts are too short?,En aloita matkaa ilman turvavyötä ja selitän asiakkaalle turvallisuussyyt.,I do not start the trip without a seat belt and explain the safety reasons to the customer.,"Tilaan asiakkaalle toisen taksin, jossa asiakasta on turvallisempi kuljettaa.",I order the customer another taxi in which they can be transported more safely.,Otan yhteyttä välityskeskukseen ja pyydän apua sopivan ajoneuvon järjestämiseksi.,I contact the dispatch centre and ask for help arranging a suitable vehicle.,C,turvavyöt ovat liian lyhyet,the seat belts are too short,Otan yhteyttä välityskeskukseen; sopivan ajoneuvon järjestämiseksi,I contact the dispatch centre; arranging a suitable vehicle,En aloita matkaa ilman turvavyötä; Tilaan asiakkaalle toisen taksin,I do not start the trip without a seat belt; I order the customer another taxi,"When the vehicle is unsuitable, contact dispatch to arrange the right vehicle (C). A and B are reasonable but less operationally correct than involving dispatch.",Medium,seatbelt; vehicle suitability; dispatch; review-flag,ai-draft,"Contrast with Q017 (same scenario, key=B: order another taxi directly). Q079 key=C: contact dispatch. Kept both master keys; the distinction is subtle — confirm."
Q080,Lapsi + turvavyö / safety,Q87,"Mikä seuraavista on riskittömin toimintatapa, kun olet jättämässä yksin matkustavaa noin 10-vuotiasta lasta taksista kerrostalon kotiin?",Which is the least risky course of action when dropping off an approximately 10-year-old child travelling alone at their apartment-building home?,Pyydät lasta soittamaan huoltajalleen ja pyytämään tätä tulemaan lasta vastaan kerrostalon pihalle.,You ask the child to call their guardian and ask them to come to meet the child in the building yard.,"Varmistat etukäteen huoltajalta, että lapsi voidaan jättää yksin, ja odotat kunnes lapsi on turvallisesti sisällä.","You confirm with the guardian in advance that the child can be left alone, and wait until the child is safely inside.","Otat yhteyttä välityskeskukseen, jos huoltajaa ei tavoiteta ennen kuin lapsi jää pois kyydistä.",You contact the dispatch centre if the guardian cannot be reached before the child leaves the car.,B,noin 10-vuotiasta lasta taksista; yksin matkustavaa,approximately 10-year-old child leaving the taxi; travelling alone,Varmistat etukäteen huoltajalta; odotat kunnes lapsi on turvallisesti sisällä,you confirm with the guardian in advance; wait until the child is safely inside,Pyydät lasta soittamaan huoltajalleen; Otat yhteyttä välityskeskukseen,ask the child to call the guardian; contact the dispatch centre,Confirming with the guardian beforehand and waiting until the child is safely inside (B) is the most thorough approach. A and C are reactive rather than proactive.,Medium,child; drop-off; guardian; safety,ai-draft,OCR RECONSTRUCTION: source options A and B were corrupted with fragments mixed in. Reconstructed to coherent sentences; meaning and key (B) preserved.
Q081,Lapsi + turvavyö / safety,Q93,"Saako yli 15-vuotias asiakas matkustaa isossa esteettömässä ajoneuvossa siten, että hän pyörätuolin sijaan istuu nelipyöräisessä sähkömopossa (senioriskootteri)?",May a customer over 15 travel in a large accessible vehicle seated in a four-wheeled electric mobility scooter (senior scooter) instead of a wheelchair?,"Ei saa, vaan asiakkaan tulee siirtyä ajoneuvon istuimelle tai hyväksyttyyn pyörätuolipaikkaan asianmukaisesti kiinnitettynä.","No; the customer must transfer to the vehicle seat or an approved wheelchair space, properly secured.","Ei saa, koska sähkömopoa ei ole tarkoitettu asiakkaan kuljettamiseen taksissa.","No, because a mobility scooter is not intended for transporting a customer in a taxi.","Ei saa, ellei ajoneuvo ja sähkömopo ole erikseen hyväksytty ja asianmukaisesti kiinnitetty turvallisuusmääräysten mukaisesti.","No, unless the vehicle and the mobility scooter have been separately approved and properly secured according to safety regulations.",C,nelipyöräisessä sähkömopossa; pyörätuolin sijaan,in a four-wheeled electric mobility scooter; instead of a wheelchair,erikseen hyväksytty ja asianmukaisesti kiinnitetty,separately approved and properly secured,"asiakkaan tulee siirtyä ajoneuvon istuimelle; Ei saa, koska sähkömopoa ei ole tarkoitettu asiakkaan kuljettamiseen taksissa",the customer must transfer to the vehicle seat; not intended for transport in a taxi,A mobility scooter may only be used if both the vehicle and the scooter have been specifically approved and are properly secured to safety requirements (C). A and B state blanket prohibitions that are too absolute.,Hard,mobility scooter; accessible vehicle; securing; approval,ai-draft,
Q082,Lapsi + turvavyö / safety,Q94,Mikä seuraavista on turvallisin tapa kuljettaa lapsia taksilla?,Which of the following is the safest way to transport children in a taxi?,Lapsen tulee istua takapenkillä asianmukaisessa ja ikään sopivassa turvaistuimessa.,The child must sit in the back seat in an appropriate child seat suitable for their age.,Lapsen tulee käyttää turvavyötä tai turvaistuinta pituuden ja painon mukaan takapenkillä.,The child must use a seat belt or a child seat appropriate for their height and weight in the back seat.,Lapsen tulee istua etupenkillä turvaistuimessa.,The child must sit in the front seat in a child seat.,B,turvallisin tapa kuljettaa lapsia,the safest way to transport children,turvavyötä tai turvaistuinta pituuden ja painon mukaan takapenkillä,a seat belt or child seat by height and weight in the back seat,asianmukaisessa ja ikään sopivassa turvaistuimessa; etupenkillä turvaistuimessa,in an appropriate age-suitable child seat; in the front seat in a child seat,"The correct restraint is determined by height and weight, not age alone, in the back seat (B). A is close but uses 'age' as the criterion; C places the child in the front seat which is less safe.",Medium,child; child seat; height; weight; back seat,ai-draft,
Q083,Lapsi + turvavyö / safety,Q95,"Kyytiisi tulee nainen, jolla on alle 3-vuotias lapsi ja oma turvalaite. Kenellä on vastuu kiinnittää lapsi asianmukaisesti turvalaitteeseen?",A woman boards with a child under 3 and their own child restraint. Who is responsible for securing the child properly in the restraint?,Kuljettajalla on vastuu turvalaitteen kiinnittämisestä.,The driver is responsible for securing the child in the restraint.,Lapsen huoltajalla tai vanhemmalla on vastuu turvalaitteen kiinnittämisestä.,The child's guardian or parent is responsible for securing the child in the restraint.,Vastuu on sekä kuljettajalla että huoltajalla yhdessä.,Responsibility is shared jointly by both the driver and the guardian.,B,alle 3-vuotias lapsi; oma turvalaite,a child under 3; their own child restraint,Lapsen huoltajalla tai vanhemmalla on vastuu,the child's guardian or parent is responsible,Kuljettajalla on vastuu turvalaitteen kiinnittämisestä; Vastuu on sekä kuljettajalla että huoltajalla yhdessä,the driver is responsible for securing the child; responsibility is shared jointly,"When the guardian brings their own restraint, they are responsible for securing the child in it (B). The driver's duty covers ensuring a restraint is used, not fastening it when the guardian is present.",Medium,child restraint; responsibility; guardian; under 3,ai-draft,
Q084,Yleinen taksinkuljettajan velvollisuus,W10,Kuka vastaa 15 vuotta täyttäneen turvavyön käytöstä?,Who is responsible for seat-belt use once a person has turned 15?,Kuljettaja.,The driver.,Asiakas.,The customer.,"Taksissa turvavyön käyttö on aina vapaaehtoista, joten turvavyötä ei tarvitse käyttää.","Seat-belt use in a taxi is always voluntary, so a seat belt need not be worn.",B,15 vuotta täyttäneen,once turned 15,Asiakas,the customer,Kuljettaja; turvavyön käyttö on aina vapaaehtoista,the driver; seat-belt use is always voluntary,"From age 15 the passenger is responsible for their own belt use (B). It is not the driver (A), and belt use is never voluntary (C).",Easy,seatbelt; over 15; responsibility,ai-draft,
Q085,Koulu / päivähoito,W12,Missä seuraavista tilanteista taksissa tulee olla kuljettajan nimi esillä?,In which of the following situations must the driver's name be displayed in the taxi?,Vain ennakkotilauskuljetuksissa.,Only in pre-booked transport.,Kaikissa kuljetuksissa.,In all transport.,Vain koulu- ja päivähoitokuljetuksissa.,Only in school and daycare transport.,B,kuljettajan nimi esillä,the driver's name displayed,Kaikissa kuljetuksissa,in all transport,Vain ennakkotilauskuljetuksissa; Vain koulu- ja päivähoitokuljetuksissa,only in pre-booked transport; only in school and daycare transport,"The driver's name must be displayed in all transport (B). Both 'only' options (A, C) wrongly restrict it.",Easy,driver name; display; all rides,ai-draft,
Q086,Koulu / päivähoito,W2,"Kuinka paljon taksissa saa enintään ylittää ajoneuvon istuinpaikkaluvun mukaisen henkilömäärän, jos kyseessä ei ole koulu- ja päivähoitokuljetus?","By how much may the number of passengers in a taxi exceed the vehicle's seating capacity, if it is not school or daycare transport?",Ei yhtään.,Not at all.,Ylitys saa olla enintään 30 %.,The excess may be at most 30%.,"Kuljettajan oman harkinnan mukaan voi päättää, kuinka paljon voi ylittää.",The driver may decide at their own discretion how much it can be exceeded.,A,istuinpaikkaluvun mukaisen henkilömäärän,the vehicle's seating capacity,Ei yhtään,not at all,enintään 30 %; oman harkinnan mukaan,at most 30%; at their own discretion,Seating capacity may not be exceeded at all (A). There is no 30% rule (B) and it is not at the driver's discretion (C).,Easy,seating capacity; rules,ai-draft,
Q087,Liikennesäännöt / ajotapa,W25,Mikä seuraavista lisää eniten taksinkuljettajan loukkaantumisriskiä liikenteessä?,Which of the following most increases a taxi driver's risk of injury in traffic?,Ajoneuvon huono tekninen kunto.,The vehicle's poor technical condition.,Turvavyön käyttämättömyys.,Not using the seat belt.,Aggressiivisesti käyttäytyvät asiakkaat.,Aggressively behaving customers.,B,loukkaantumisriskiä liikenteessä,risk of injury in traffic,Turvavyön käyttämättömyys,not using the seat belt,huono tekninen kunto; Aggressiivisesti käyttäytyvät asiakkaat,poor technical condition; aggressively behaving customers,Not wearing the seat belt is the biggest injury risk (B). Poor condition (A) and aggressive customers (C) are hazards but not the leading cause of driver injury.,Easy,seatbelt; injury risk; driver safety,ai-draft,
Q088,Lapsi + turvavyö / safety,W42,Mihin ikään asti yksin matkustavan lapsen turvavyön käytöstä vastuu on kuljettajalla?,Up to what age is the driver responsible for a child travelling alone using the seat belt?,12 ikävuoteen asti.,Up to the age of 12.,15 ikävuoteen asti.,Up to the age of 15.,18 ikävuoteen asti.,Up to the age of 18.,B,yksin matkustavan lapsen turvavyön käytöstä,a child travelling alone using the seat belt,15 ikävuoteen asti,up to the age of 15,12 ikävuoteen asti; 18 ikävuoteen asti,up to the age of 12; up to the age of 18,The driver is responsible for a lone child's belt use until the age of 15 (B). 12 (A) and 18 (C) are wrong thresholds.,Easy,seatbelt; age limit; driver responsibility; child,ai-draft,
Q089,Lapsi + turvavyö / safety,W43,"Taksiin tulee joskus myös lapsia. Mitä on hyvä muistaa, kun kuljetetaan taksilla lapsia?",Children also travel by taxi sometimes. What is good to remember when transporting children by taxi?,Alle 135 cm:n pituinen lapsi tarvitsee aina turvalaitteen matkustaessaan autoissa.,A child under 135 cm always needs a child restraint when travelling in a vehicle.,"Lapsi voi matkustaa taksissa ilman turvalaitetta, kunhan hän istuu takapenkillä ja turvavyö on kiinni.",A child may travel in a taxi without a restraint as long as they sit in the back seat with the seat belt on.,Alle 3-vuotias lapsi ei saa matkustaa taksissa ilman huoltajansa kirjallista suostumusta.,A child under 3 may not travel in a taxi without the guardian's written consent.,A,taksilla lapsia,children by taxi,Alle 135 cm:n pituinen lapsi tarvitsee aina turvalaitteen,a child under 135 cm always needs a child restraint,"ilman turvalaitetta, kunhan hän istuu takapenkillä; ilman huoltajansa kirjallista suostumusta",without a restraint as long as they sit in the back seat; without the guardian's written consent,"A child under 135 cm always needs a proper restraint (A). B wrongly waives this for back-seat belt use, and C invents a written-consent rule.",Medium,child restraint; 135 cm; obligations,ai-draft,
Q090,Koulu / päivähoito,W45,Mikä seuraavista on oikein koskien yksin matkustavan 15-vuotiaan asiakkaan turvavyön käyttöä?,Which of the following is correct regarding seat-belt use by a 15-year-old customer travelling alone?,Asiakas itse huolehtii turvavyön käytöstä.,The customer takes care of their own seat-belt use.,"Jos kyse ei ole koulukyydeistä, kuljettajan ei tarvitse huolehtia asiakkaan turvavyön käytöstä.","If it is not a school ride, the driver does not need to ensure the customer's seat-belt use.",Taksinkuljettajan on huolehdittava asiakkaan turvavyön käytöstä.,The taxi driver must ensure the customer's seat-belt use.,A,yksin matkustavan 15-vuotiaan,a 15-year-old travelling alone,Asiakas itse huolehtii turvavyön käytöstä,the customer takes care of their own seat-belt use,kuljettajan ei tarvitse huolehtia; Taksinkuljettajan on huolehdittava,the driver does not need to ensure; the taxi driver must ensure,At exactly 15 the passenger is responsible for their own belt use (A). C would be correct for under-15; B is a partial truth but adds an irrelevant school-ride condition.,Medium,seatbelt; 15 years; responsibility; review-flag,ai-draft,"ANSWER-KEY OVERRIDE: master marked C (driver responsible); changed to A. A 15-year-old has reached the age of self-responsibility for belt use per Finnish law — consistent with Q044, Q084, Q088. C applies only to under-15s."
Q091,Koulu / päivähoito,W46,Missä tilanteissa kuljettajan ei tarvitse käyttää turvavyötä?,In which situations does the driver not need to use a seat belt?,Kuljettajan ei tarvitse käyttää turvavyötä yöaikaan ajaessa asiakkaan ollessa kyydissä.,The driver does not need to use a seat belt when driving at night with a customer aboard.,Kuljettajan tulee ajaessaan aina käyttää turvavyötä.,The driver must always use a seat belt when driving.,Kuljettajan ei tarvitse käyttää turvavyötä koulukyytejä ajaessaan.,The driver does not need to use a seat belt when driving school runs.,B,kuljettajan ei tarvitse käyttää turvavyötä,the driver does not need to use a seat belt,Kuljettajan tulee ajaessaan aina käyttää turvavyötä,the driver must always use a seat belt when driving,yöaikaan ajaessa; koulukyytejä ajaessaan,when driving at night; when driving school runs,The driver must always wear a seat belt — no exceptions for night driving (A) or school runs (C). B is the correct rule.,Easy,seatbelt; driver; no exception,ai-draft,
